CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Reason
7130-CTCUS,Springville,93265,36.245926,-118.693138,Male,Yes,Yes,No,16,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,No,0,
7129-CAKJW,Fresno,93721,36.732694,-119.783786,Female,No,No,No,17,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No,0,
7129-AZJDE,Huntington Beach,92647,33.723579,-118.005441,Male,No,Yes,Yes,34,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0,
7129-ACFOG,Mountain Ranch,95246,38.264262,-120.515133,Female,No,No,No,5,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,0,
7128-GGCNO,Laguna Hills,92653,33.606899,-117.717854,Male,No,No,No,46,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,0,
7126-RBHSD,Lathrop,95330,37.80821,-121.308401,Female,No,Yes,No,17,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,0,
7124-UGSUR,Los Angeles,90028,34.099869,-118.326843,Female,Yes,Yes,No,61,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405,Yes,1,Competitor had better devices
7123-WQUHX,Santa Monica,90401,34.015481,-118.493231,Male,No,No,No,38,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95,3605.6,No,0,
7120-RFMVS,Isleton,95641,38.154823,-121.601358,Male,No,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,Price too high
7113-HIPFI,Long Beach,90806,33.802664,-118.179971,Male,No,Yes,Yes,66,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,
7112-OPOTK,Fort Bidwell,96112,41.932207,-120.135941,Male,No,No,No,33,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes,1,Lack of self-service on Website
7110-BDTWG,San Jose,95148,37.339533,-121.777179,Female,No,Yes,No,71,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,No,0,
7109-MFBYV,San Bernardino,92407,34.250069,-117.393949,Male,No,No,No,26,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No,0,
7109-CQYUZ,Beverly Hills,90210,34.099891,-118.414338,Male,No,No,No,52,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,0,
7108-DGVUU,Lookout,96054,41.280478,-121.160249,Female,Yes,Yes,No,21,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No,0,
7105-MXJLL,Valencia,91355,34.43987,-118.644609,Female,Yes,Yes,No,26,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,0,
7105-BENQF,Tarzana,91356,34.157137,-118.548511,Male,No,No,Yes,15,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,No,0,
7103-ZGVNT,Portola Valley,94028,37.369709,-122.215844,Female,No,Yes,Yes,69,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,No,0,
7103-IPXPJ,Inglewood,90305,33.958134,-118.330905,Male,No,Yes,No,50,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,99.4,5059.75,No,0,
7102-JJVTX,Escondido,92025,33.081478,-117.033814,Female,No,Yes,No,9,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0,
7101-HRBLJ,Idyllwild,92549,33.755039,-116.741796,Female,No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,0,
7100-FQPRV,Canoga Park,91303,34.19829,-118.602203,Male,No,Yes,No,43,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,0,
7089-XXAYG,Rocklin,95677,38.7904,-121.236973,Male,No,Yes,No,25,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,0,
7089-IVVAZ,Cantua Creek,93608,36.488056,-120.407691,Female,No,No,No,8,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,Yes,1,Competitor offered more data
7088-FBAWU,Los Angeles,90007,34.027337,-118.28515,Female,No,Yes,Yes,17,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.55,1215.8,No,0,
7080-TNUWP,Arbuckle,95912,38.982373,-122.047751,Male,No,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95,6602.9,No,0,
7079-QRCBC,Sacramento,95864,38.585826,-121.376263,Female,No,No,No,24,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,1,Competitor had better devices
7078-NVFAM,Pomona,91767,34.083086,-117.737997,Female,No,Yes,Yes,32,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.15,1051.05,No,0,
7077-XJMET,Alta,95701,39.218096,-120.79153,Male,No,Yes,No,12,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,0,
7075-BNDVQ,Termo,96132,41.027281,-120.669427,Female,No,No,No,4,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35,135.75,No,0,
7074-STDCN,Artesia,90701,33.867593,-118.080637,Male,No,No,No,39,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,0,
7074-IEVOJ,San Francisco,94130,37.820894,-122.369725,Female,Yes,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,1,Product dissatisfaction
7072-MBHEV,Edwards,93523,34.966777,-117.961179,Female,Yes,Yes,Yes,11,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No,0,
7067-KSAZT,Chico,95928,39.681488,-121.83721,Female,Yes,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes,1,Competitor made better offer
7065-YUNRY,San Diego,92117,32.825086,-117.199424,Female,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,Product dissatisfaction
7064-FRRSW,Tarzana,91356,34.157137,-118.548511,Male,Yes,No,No,48,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99,4744.35,No,0,
7056-IMHCC,Torrance,90501,33.833699,-118.314387,Male,Yes,Yes,No,53,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,Yes,1,Price too high
7055-VKGDA,Clarksburg,95612,38.384648,-121.578701,Male,No,No,No,54,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,Yes,1,Product dissatisfaction
7055-JCGNI,Moss Beach,94038,37.515556,-122.502311,Female,No,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,0,
7055-HNEOJ,El Dorado Hills,95762,38.684437,-121.055634,Male,No,Yes,No,3,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,0,
7054-LGEQW,Canyon Country,91351,34.422519,-118.420717,Female,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,1,Attitude of support person
7054-ENNGU,Benicia,94510,38.113533,-122.11926,Female,No,Yes,No,9,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No,0,
7054-DMVAS,Redwood Valley,95470,39.298065,-123.25211,Male,No,No,No,54,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,0,
7049-GKVZY,Berkeley,94702,37.866009,-122.286228,Female,No,No,No,17,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,0,
7048-GXDAY,Fresno,93705,36.78724,-119.827813,Male,No,No,No,39,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No,0,
7047-FWEYA,San Pedro,90731,33.736387,-118.284363,Female,No,Yes,No,46,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,0,
7044-YAACC,Napa,94559,38.232389,-122.324944,Male,Yes,Yes,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,0,
7041-TXQJH,Goodyears Bar,95944,39.564113,-120.868836,Female,No,No,No,37,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,0,
7037-MTYVW,San Jose,95133,37.371862,-121.860349,Male,No,Yes,Yes,38,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297,No,0,
7036-ZZKBD,Lincoln,95648,38.922812,-121.312005,Male,No,Yes,No,31,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No,0,
7036-TYDEC,San Clemente,92673,33.4725,-117.584273,Female,No,No,No,69,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104,7028.5,No,0,
7032-LMBHI,Blythe,92225,33.674583,-114.71612,Female,No,No,No,37,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,0,
7030-NJVDP,San Quentin,94964,37.942551,-122.491642,Male,No,Yes,No,24,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,0,
7030-FZTFM,Gonzales,93926,36.52588,-121.396719,Male,No,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,No,0,
7029-RPUAV,Los Gatos,95030,37.222842,-121.988727,Male,Yes,Yes,No,17,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,1,Competitor offered more data
7029-IJEJK,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,54,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,0,
7028-DVOIQ,Birds Landing,94512,38.140719,-121.838298,Male,Yes,No,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes,1,Don't know
7025-WCBNE,Santa Ana,92705,33.766004,-117.786763,Male,Yes,No,No,47,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754,No,0,
7025-IWFHT,Upland,91784,34.141146,-117.655583,Male,No,No,No,41,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,0,
7024-OHCCK,Sheridan,95681,38.984756,-121.345074,Female,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,1,Don't know
7021-XSNYE,Lancaster,93535,34.712708,-117.889656,Male,No,Yes,Yes,7,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,No,0,
7020-OZKXZ,Vista,92084,33.22784,-117.200024,Female,Yes,No,No,9,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.5,637.4,No,0,
7018-WBJNK,San Fernando,91340,34.286131,-118.435969,Male,No,No,Yes,13,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,0,
7018-FPXHH,Callahan,96014,41.388397,-122.794636,Male,No,Yes,Yes,56,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,
7017-VFHAY,Glendora,91740,34.119363,-117.855059,Female,No,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,0,
7016-NVRIC,Chualar,93925,36.596271,-121.442274,Male,Yes,Yes,No,29,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,No,0,
7016-BPGEU,Dunsmuir,96025,41.212695,-122.392067,Female,No,No,No,29,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1,Competitor offered higher download speeds
7013-PSXHK,Lagunitas,94938,38.021772,-122.691744,Female,No,No,No,40,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No,0,
7011-CVEUC,Chula Vista,91911,32.607964,-117.059459,Male,No,Yes,No,25,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,No,0,
7009-LGECI,Westlake Village,91361,34.130992,-118.894673,Female,No,No,No,4,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,No,0,
7005-CYUIL,Laytonville,95454,39.806141,-123.531098,Female,Yes,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,No,0,
7005-CCBKV,Thornton,95686,38.157794,-121.520223,Male,No,No,No,6,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,Yes,1,Service dissatisfaction
7000-WCEVQ,Wrightwood,92397,34.358321,-117.618263,Female,Yes,No,No,20,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,Yes,1,Long distance charges
6999-CHVCF,Covina,91723,34.084747,-117.886844,Male,No,No,No,68,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,0,
6997-UVGOX,Albany,94706,37.890274,-122.295192,Male,No,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No,0,
6996-KNSML,Cotati,94931,38.326215,-122.718742,Female,No,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,Competitor had better devices
6994-ORCWG,Wilseyville,95257,38.392686,-120.415951,Female,No,No,No,14,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No,0,
6994-KERXL,Avalon,90704,33.391181,-118.421305,Male,No,No,No,4,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.9,238.5,No,0,
6994-FGRHH,Meadow Vista,95722,39.003358,-121.022539,Male,No,Yes,Yes,70,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,No,0,
6993-YGFJV,Cayucos,93430,35.511833,-120.918713,Male,No,Yes,No,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,No,0,
6993-YCOBK,Sun Valley,91352,34.231053,-118.338307,Male,No,Yes,Yes,60,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,No,0,
6993-OHLXR,Walnut Creek,94596,37.900662,-122.052782,Female,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,1,Competitor offered more data
6992-TKNYO,Richmond,94804,37.921034,-122.341798,Male,No,Yes,No,38,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69,2669.45,No,0,
6990-YNRIO,Agoura Hills,91301,34.129058,-118.759788,Male,No,Yes,No,65,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,Attitude of support person
6988-CJEYV,Crows Landing,95313,37.435664,-121.049056,Male,No,No,No,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,0,
6987-XQSJT,Blue Lake,95525,40.94338,-123.831799,Female,Yes,No,No,54,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes,1,Competitor offered higher download speeds
6986-IXNDM,Three Rivers,93271,36.413433,-118.854708,Male,No,No,No,14,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,No,0,
6986-IJDHX,Huntington Beach,92648,33.679659,-118.016195,Male,No,Yes,No,39,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266,Yes,1,Poor expertise of phone support
6985-HAYWX,Hughson,95326,37.5923,-120.853288,Female,No,Yes,No,26,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,0,
6982-SSHFK,Fresno,93703,36.768774,-119.762633,Male,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes,1,Competitor offered higher download speeds
6981-TDRFT,Soulsbyville,95372,37.990574,-120.261821,Male,No,Yes,Yes,44,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,0,
6979-ZNSFF,Pollock Pines,95726,38.733908,-120.453416,Female,No,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,Price too high
6969-MVBAI,Davis Creek,96108,41.750354,-120.403885,Female,Yes,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,No,0,
6968-URWQU,Redlands,92374,34.064073,-117.166158,Male,No,Yes,No,43,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,No,0,
6968-MHOMU,Princeton,95970,39.424957,-122.039307,Male,No,Yes,No,58,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45,2689.35,No,0,
6968-GMKPR,French Gulch,96033,40.740138,-122.587476,Female,No,No,No,55,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No,0,
6967-QIQRV,Mission Viejo,92692,33.60693,-117.644253,Male,No,Yes,Yes,15,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,
6967-PEJLL,San Diego,92129,32.961064,-117.134917,Male,No,Yes,Yes,37,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,1525.35,No,0,
6963-EZQEE,Midpines,95345,37.581496,-119.972762,Male,Yes,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,0,
6961-VCPMC,North Palm Springs,92258,33.906496,-116.569499,Male,Yes,Yes,No,46,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,1,Competitor offered more data
6960-HVYXR,Rio Linda,95673,38.688764,-121.457596,Female,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76,76,Yes,1,Competitor made better offer
6959-UWKHF,Alpaugh,93201,35.869626,-119.498771,Male,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.9,42.9,Yes,1,Competitor had better devices
6959-GQEGV,Canoga Park,91303,34.19829,-118.602203,Male,No,No,No,45,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,0,
6956-SMUCM,Miranda,95553,40.210895,-123.86,Female,No,No,No,3,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99,287.4,Yes,1,Competitor offered higher download speeds
6954-OOYZZ,Los Angeles,90006,34.048013,-118.293953,Male,No,Yes,No,18,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,No,0,
6953-PBDIN,Fort Bidwell,96112,41.932207,-120.135941,Male,No,Yes,No,70,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,No,0,
6952-OMNWB,Creston,93432,35.480896,-120.469476,Male,Yes,Yes,No,68,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,
6950-TWMYB,Santa Monica,90404,34.026334,-118.474222,Male,No,Yes,Yes,54,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),79.95,4362.05,No,0,
6946-LMSQS,Temecula,92592,33.507255,-117.029473,Male,Yes,Yes,No,25,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,1,Lack of self-service on Website
6941-PMGEP,Novato,94945,38.135897,-122.563683,Female,No,No,No,5,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80,412.5,Yes,1,Competitor made better offer
6941-KXRRV,Dorris,96023,41.949216,-122.050062,Female,Yes,Yes,No,48,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,0,
6937-GCDGQ,West Point,95255,38.41935,-120.469545,Male,No,Yes,Yes,19,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,0,
6933-VLYFX,Belmont,94002,37.509366,-122.306132,Male,No,Yes,Yes,31,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,No,0,
6933-FHBZC,Moreno Valley,92551,33.88274,-117.224878,Female,No,No,No,26,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,No,0,
6927-WTFIV,Redwood City,94061,37.461251,-122.235414,Male,Yes,No,No,20,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,Yes,1,Attitude of service provider
6923-JHPMP,Templeton,93465,35.536115,-120.739231,Female,No,No,No,2,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,
6923-EFPNL,Silverado,92676,33.782346,-117.635263,Male,No,No,No,4,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,1,Competitor had better devices
6921-OZMFH,Santa Clara,95051,37.348129,-121.98469,Male,No,Yes,Yes,5,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,0,
6919-ELBGL,Big Pine,93513,37.245505,-118.062943,Male,Yes,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,
6918-UMQCG,Orange,92869,33.792791,-117.789749,Female,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,No,0,
6917-YACBP,Big Sur,93920,36.092975,-121.549826,Female,Yes,No,No,59,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,0,
6917-IAYHD,La Honda,94020,37.285677,-122.224165,Male,No,No,Yes,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,No,0,
6916-HIJSE,Fresno,93725,36.623632,-119.741322,Female,No,No,No,65,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,0,
6910-HADCM,Long Beach,90808,33.823943,-118.111335,Female,No,No,No,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,1,Attitude of support person
6908-VVYHM,Pasadena,91104,34.165383,-118.123752,Male,No,Yes,No,65,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931,No,0,
6907-NZZIJ,Santa Monica,90402,34.035849,-118.503508,Female,No,No,No,36,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,1,Service dissatisfaction
6907-FLBER,Burbank,91505,34.174215,-118.345928,Male,No,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,No,0,
6907-CQGPN,Oakland,94612,37.809014,-122.269739,Male,No,No,No,29,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,No,0,
6906-MPARY,Redondo Beach,90277,33.830453,-118.384565,Male,No,No,No,40,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),89.6,3488.15,No,0,
6906-ANDWJ,Vina,96092,39.955164,-122.018567,Male,No,Yes,No,15,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Yes,1,Lack of self-service on Website
6905-NIQIN,San Diego,92154,32.578103,-117.012975,Male,No,No,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,1,Don't know
6904-JLBGY,Salinas,93905,36.667794,-121.601306,Female,Yes,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,0,
6901-GOGZG,Lake Hughes,93532,34.659579,-118.584212,Male,No,No,Yes,60,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,No,0,
6900-RBKER,San Jose,95120,37.186141,-121.843554,Male,No,No,No,52,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,0,
6900-PXRMS,Spring Valley,91978,32.730264,-116.950963,Male,Yes,Yes,No,26,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,Yes,1,Product dissatisfaction
6899-PPEEA,Vallejo,94590,38.104705,-122.247387,Female,Yes,No,No,37,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,Attitude of service provider
6898-RBTLU,Whittier,90602,33.972119,-118.020188,Female,No,Yes,Yes,49,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.3,3902.45,No,0,
