store_name,state,store_id,category,week_end_date,sales,price,base_price,feature,display,tpr_only
HAMILTON,OH,25021,FROZEN PIZZA,05-Jan-11,515.12,5.67,5.67,0,0.3,0
HAMILTON,OH,25021,FROZEN PIZZA,12-Jan-11,1141.27,5.59,5.59,0,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,19-Jan-11,524.59,5.73,6.31,0,0.18,0.09
HAMILTON,OH,25021,FROZEN PIZZA,26-Jan-11,133.42,5.54,6.36,0.38,0,0
HAMILTON,OH,25021,FROZEN PIZZA,02-Feb-11,584.99,5.53,6.27,0,0.38,0
HAMILTON,OH,25021,FROZEN PIZZA,09-Feb-11,1463.65,5.68,6.34,0.33,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,16-Feb-11,658.13,5.79,6.28,0,0.36,0.18
HAMILTON,OH,25021,FROZEN PIZZA,23-Feb-11,475.22,5.69,6.31,0.33,0.22,0
HAMILTON,OH,25021,FROZEN PIZZA,02-Mar-11,655.23,5.72,6.28,0,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,09-Mar-11,1234.08,5.21,6.37,0.3,0.3,0.3
HAMILTON,OH,25021,FROZEN PIZZA,16-Mar-11,986.16,5.16,6.32,0.3,0.3,0.3
HAMILTON,OH,25021,FROZEN PIZZA,23-Mar-11,651.8,5.33,6.39,0.27,0.18,0.27
HAMILTON,OH,25021,FROZEN PIZZA,30-Mar-11,572.82,5.27,6.13,0.3,0.3,0.1
HAMILTON,OH,25021,FROZEN PIZZA,06-Apr-11,425.12,6.03,6.03,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,13-Apr-11,376.7,5.96,5.96,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,20-Apr-11,287.47,5.97,5.97,0,0.2,0
HAMILTON,OH,25021,FROZEN PIZZA,27-Apr-11,314.32,5.95,5.95,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,04-May-11,821.64,5.29,6.06,0.55,0.27,0
HAMILTON,OH,25021,FROZEN PIZZA,11-May-11,849.77,5.63,6.34,0.27,0.27,0.09
HAMILTON,OH,25021,FROZEN PIZZA,18-May-11,564.11,5.74,6.32,0.25,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,25-May-11,202.93,5.6,6.09,0,0,0.38
HAMILTON,OH,25021,FROZEN PIZZA,01-Jun-11,218.06,5.74,6.23,0,0,0.38
HAMILTON,OH,25021,FROZEN PIZZA,08-Jun-11,822.09,5.58,6.24,0.33,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,15-Jun-11,658.67,5.6,6.22,0.3,0.3,0.3
HAMILTON,OH,25021,FROZEN PIZZA,22-Jun-11,357.24,5.82,6.26,0,0,0.33
HAMILTON,OH,25021,FROZEN PIZZA,29-Jun-11,381.46,5.15,6.25,0.3,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,06-Jul-11,843.62,4.29,6.08,0.63,0.38,0.25
HAMILTON,OH,25021,FROZEN PIZZA,13-Jul-11,878.37,5.18,6.13,0.45,0.18,0
HAMILTON,OH,25021,FROZEN PIZZA,20-Jul-11,375.83,5.41,6.15,0,0.25,0.25
HAMILTON,OH,25021,FROZEN PIZZA,27-Jul-11,362.62,5.25,6.15,0.3,0,0.1
HAMILTON,OH,25021,FROZEN PIZZA,03-Aug-11,401.32,4.99,6.03,0.3,0.2,0.3
HAMILTON,OH,25021,FROZEN PIZZA,10-Aug-11,896.94,5.62,5.88,0.27,0.18,0
HAMILTON,OH,25021,FROZEN PIZZA,17-Aug-11,454.96,5.2,5.52,0.33,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,24-Aug-11,359.43,5.75,6.01,0,0,0.27
HAMILTON,OH,25021,FROZEN PIZZA,31-Aug-11,292.47,5.69,5.97,0,0,0.3
HAMILTON,OH,25021,FROZEN PIZZA,07-Sep-11,422.66,5.34,6.01,0,0,0.55
HAMILTON,OH,25021,FROZEN PIZZA,14-Sep-11,627.61,5.34,6.01,0,0,0.55
HAMILTON,OH,25021,FROZEN PIZZA,21-Sep-11,968.47,5.11,5.72,0.33,0.22,0
HAMILTON,OH,25021,FROZEN PIZZA,28-Sep-11,661.08,4.98,5.65,0.38,0.25,0
HAMILTON,OH,25021,FROZEN PIZZA,05-Oct-11,587.85,5.1,5.78,0,0.18,0.09
HAMILTON,OH,25021,FROZEN PIZZA,12-Oct-11,570.31,5.07,5.75,0.27,0.27,0
HAMILTON,OH,25021,FROZEN PIZZA,19-Oct-11,322.02,5.83,5.83,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,26-Oct-11,263.15,5.21,5.21,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,02-Nov-11,364.53,5.54,5.54,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,09-Nov-11,616.08,5.37,5.97,0.25,0.08,0
HAMILTON,OH,25021,FROZEN PIZZA,16-Nov-11,583.45,5.02,5.78,0.3,0.1,0
HAMILTON,OH,25021,FROZEN PIZZA,23-Nov-11,636.31,5.3,5.4,0.33,0.33,0
HAMILTON,OH,25021,FROZEN PIZZA,30-Nov-11,504.99,5.33,5.42,0.33,0.11,0
HAMILTON,OH,25021,FROZEN PIZZA,07-Dec-11,553.07,5.79,5.79,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,14-Dec-11,484.96,5.81,5.81,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,21-Dec-11,422.36,5.49,5.49,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,28-Dec-11,396.23,5.45,5.45,0,0,0
HAMILTON,OH,25021,FROZEN PIZZA,04-Jan-12,1043.32,4.49,5.68,1,0.22,0
